head,head_type,relation,tail,tail_type,evidence,source_doc_id,source_file,source_type,confidence
地包天,Other,causes,影响咀嚼功能,PathologicalState,"地包天的危害主要有以下几点:1.严重影响容貌美观,并且会对孩子的心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影响发音,说话时带有",Doc_train_0717_0486,train_0717,gold,1.0
地包天,Other,causes,影响发音,Other,"地包天的危害主要有以下几点:1.严重影响容貌美观,并且会对孩子的心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影响发音,说话时带有鼻音,发音不清;4.容易诱发口腔疾病,部分病人口腔清洁较困",Doc_train_0717_0486,train_0717,gold,1.0
地包天,Other,causes,诱发口腔疾病,Disease,"地包天的危害主要有以下几点:1.严重影响容貌美观,并且会对孩子的心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影响发音,说话时带有鼻音,发音不清;4.容易诱发口腔疾病,部分病人口腔清洁较困难,出现龋齿或者牙周病。",Doc_train_0717_0486,train_0717,gold,1.0
口腔清洁较困难,AnatomicalSite,causes,龋齿,Other,"3.影响发音,说话时带有鼻音,发音不清;4.容易诱发口腔疾病,部分病人口腔清洁较困难,出现龋齿或者牙周病。",Doc_train_0717_0486,train_0717,gold,1.0
口腔清洁较困难,AnatomicalSite,causes,牙周病,Disease,"3.影响发音,说话时带有鼻音,发音不清;4.容易诱发口腔疾病,部分病人口腔清洁较困难,出现龋齿或者牙周病。",Doc_train_0717_0486,train_0717,gold,1.0
严重影响容貌美观,Other,causes,自闭,Other,"地包天的危害主要有以下几点:1.严重影响容貌美观,并且会对孩子的心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化",Doc_train_0717_0486,train_0717,gold,1.0
严重影响容貌美观,Other,causes,抑郁,Other,"地包天的危害主要有以下几点:1.严重影响容貌美观,并且会对孩子的心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异",Doc_train_0717_0486,train_0717,gold,1.0
严重影响容貌美观,Other,causes,社交障碍,Other,"地包天的危害主要有以下几点:1.严重影响容貌美观,并且会对孩子的心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影",Doc_train_0717_0486,train_0717,gold,1.0
不能完全研磨食物,Other,causes,胃消化功能异常,PathologicalState,"活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影响发音,说话时带有鼻音,发音不清;4.容易诱发口腔疾病,部分病",Doc_train_0717_0486,train_0717,gold,1.0
影响发音,Other,causes,说话时带有鼻音,AnatomicalSite,"碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影响发音,说话时带有鼻音,发音不清;4.容易诱发口腔疾病,部分病人口腔清洁较困难,出现龋齿或者",Doc_train_0717_0486,train_0717,gold,1.0
影响发音,Other,causes,发音不清,Other,"碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影响发音,说话时带有鼻音,发音不清;4.容易诱发口腔疾病,部分病人口腔清洁较困难,出现龋齿或者牙周病。",Doc_train_0717_0486,train_0717,gold,1.0
影响咀嚼功能,PathologicalState,causes,不能完全研磨食物,Other,"心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨食物,有可能导致胃消化功能异常;3.影响发音,说话时带有鼻音,发音不清;4",Doc_train_0717_0486,train_0717,gold,1.0
严重影响容貌美观,Other,causes,对孩子的心理发育及社交活动造成影响,AnatomicalSite,"地包天的危害主要有以下几点:1.严重影响容貌美观,并且会对孩子的心理发育及社交活动造成影响,少数病人可能出现自闭、抑郁、社交障碍;2.影响咀嚼功能,不能完全研磨",Doc_train_0717_0486,train_0717,gold,1.0
流行性腮腺炎,Disease,is_a,腮腺炎,MedicalCategory,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性",Doc_train_0717_0487,train_0717,gold,1.0
慢性阻塞性腮腺炎,Disease,is_a,腮腺炎,MedicalCategory,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮",Doc_train_0717_0487,train_0717,gold,1.0
慢性复发性腮腺炎,Disease,is_a,腮腺炎,MedicalCategory,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出",Doc_train_0717_0487,train_0717,gold,1.0
急性化脓性腮腺炎,Disease,is_a,腮腺炎,MedicalCategory,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全",Doc_train_0717_0487,train_0717,gold,1.0
流行性腮腺炎,Disease,causes,全身疼痛不适,Symptom,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会",Doc_train_0717_0487,train_0717,gold,1.0
没有明显腮腺肿大,Symptom,condition_of,流行性腮腺炎,Disease,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的",Doc_train_0717_0487,train_0717,gold,1.0
流行性腮腺炎,Disease,causes,全身无力,ClinicalSign,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的",Doc_train_0717_0487,train_0717,gold,1.0
流行性腮腺炎,Disease,causes,发热,Symptom,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的",Doc_train_0717_0487,train_0717,gold,1.0
流行性腮腺炎,Disease,causes,"一侧的腮腺的明显的肿大,边界不是很清楚而且会出现胀痛",Symptom,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的明显的肿大,边界不是很清楚而且会出现胀痛,这时发热达到高峰,会达到39-40°c,相继会出现另一侧的腮腺肿大,",Doc_train_0717_0487,train_0717,gold,1.0
流行性腮腺炎,Disease,causes,另一侧的腮腺肿大,Symptom,"腮腺炎在临床上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的明显的肿大,边界不是很清楚而且会出现胀痛,这时发热达到高峰,会达到39-40°c,相继会出现另一侧的腮腺肿大,这就是流行性腮腺炎的表现。如果是急性化脓性腮腺炎,发生于做一些腹腔大",Doc_train_0717_0487,train_0717,gold,1.0
口腔没有食物的自洁作用,AnatomicalSite,causes,急性化脓性腮腺炎,Disease,"上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的明显的肿大,边界不是很清楚而且会出现胀痛,这时发热达到高峰,会达到39-40°c,相继会出现另一侧的腮腺肿大,这就是流行性腮腺炎的表现。如果是急性化脓性腮腺炎,发生于做一些腹腔大手术以后,进行腹腔手术以后不让病人进食,需要禁食水一段时间,这时由于不能进食,口腔没有食物的自洁作用,就会引起急性化脓性腮腺炎,也会出现突然发热、口腔不适,从腮腺导管口有",Doc_train_0717_0487,train_0717,gold,1.0
急性化脓性腮腺炎,Disease,causes,突然发热,Symptom,"上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的明显的肿大,边界不是很清楚而且会出现胀痛,这时发热达到高峰,会达到39-40°c,相继会出现另一侧的腮腺肿大,这就是流行性腮腺炎的表现。如果是急性化脓性腮腺炎,发生于做一些腹腔大手术以后,进行腹腔手术以后不让病人进食,需要禁食水一段时间,这时由于不能进食,口腔没有食物的自洁作用,就会引起急性化脓性腮腺炎,也会出现突然发热、口腔不适,从腮腺导管口有脓汁流出。",Doc_train_0717_0487,train_0717,gold,1.0
急性化脓性腮腺炎,Disease,causes,口腔不适,AnatomicalSite,"上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的明显的肿大,边界不是很清楚而且会出现胀痛,这时发热达到高峰,会达到39-40°c,相继会出现另一侧的腮腺肿大,这就是流行性腮腺炎的表现。如果是急性化脓性腮腺炎,发生于做一些腹腔大手术以后,进行腹腔手术以后不让病人进食,需要禁食水一段时间,这时由于不能进食,口腔没有食物的自洁作用,就会引起急性化脓性腮腺炎,也会出现突然发热、口腔不适,从腮腺导管口有脓汁流出。",Doc_train_0717_0487,train_0717,gold,1.0
急性化脓性腮腺炎,Disease,causes,从腮腺导管口有脓汁流出,Other,"上有很多种,常见的有流行性腮腺炎、慢性阻塞性腮腺炎、慢性复发性腮腺炎、急性化脓性腮腺炎等等。其中流行性腮腺炎在没有明显腮腺肿大的时候,会出现全身疼痛不适、全身无力、发热等症状,病人常常会觉得自己患了感冒。然后过1-2天,会出现一侧的腮腺的明显的肿大,边界不是很清楚而且会出现胀痛,这时发热达到高峰,会达到39-40°c,相继会出现另一侧的腮腺肿大,这就是流行性腮腺炎的表现。如果是急性化脓性腮腺炎,发生于做一些腹腔大手术以后,进行腹腔手术以后不让病人进食,需要禁食水一段时间,这时由于不能进食,口腔没有食物的自洁作用,就会引起急性化脓性腮腺炎,也会出现突然发热、口腔不适,从腮腺导管口有脓汁流出。",Doc_train_0717_0487,train_0717,gold,1.0
不能进食,Other,causes,口腔没有食物的自洁作用,AnatomicalSite,"大手术以后,进行腹腔手术以后不让病人进食,需要禁食水一段时间,这时由于不能进食,口腔没有食物的自洁作用,就会引起急性化脓性腮腺炎,也会出现突然发热、口腔不适,从腮腺导管口有",Doc_train_0717_0487,train_0717,gold,1.0
心肌梗塞,AnatomicalSite,is_a,冠心病,MedicalCategory,"冠心病是一种心脏病,它的概念更大。心肌梗塞属于冠心病里面急性冠脉综合征的一种类型,它是在冠心病患者动脉粥样硬化的",Doc_train_0717_0488,train_0717,gold,1.0
心肌梗塞,AnatomicalSite,is_a,急性冠脉综合征,MedicalCategory,"冠心病是一种心脏病,它的概念更大。心肌梗塞属于冠心病里面急性冠脉综合征的一种类型,它是在冠心病患者动脉粥样硬化的基础上形成了斑块破裂、斑块侵",Doc_train_0717_0488,train_0717,gold,1.0
斑块破裂,PathologicalState,causes,急性、亚急性心肌供血不足,AnatomicalSite,"面急性冠脉综合征的一种类型,它是在冠心病患者动脉粥样硬化的基础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型",Doc_train_0717_0488,train_0717,gold,1.0
斑块侵蚀,Other,causes,急性、亚急性心肌供血不足,AnatomicalSite,"综合征的一种类型,它是在冠心病患者动脉粥样硬化的基础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型",Doc_train_0717_0488,train_0717,gold,1.0
斑块糜烂并发血栓形成,Other,causes,急性、亚急性心肌供血不足,AnatomicalSite,"型,它是在冠心病患者动脉粥样硬化的基础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型",Doc_train_0717_0488,train_0717,gold,1.0
血管收缩,Other,causes,急性、亚急性心肌供血不足,AnatomicalSite,"脉粥样硬化的基础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型",Doc_train_0717_0488,train_0717,gold,1.0
微血管内的血栓,Other,causes,急性、亚急性心肌供血不足,AnatomicalSite,"础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型",Doc_train_0717_0488,train_0717,gold,1.0
急性、亚急性心肌供血不足,AnatomicalSite,causes,心肌坏死,PathologicalState,"块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型,比如稳定型心绞痛",Doc_train_0717_0488,train_0717,gold,1.0
稳定型心绞痛,Symptom,is_a,冠心病,MedicalCategory,"冠心病是一种心脏病,它的概念更大。心肌梗塞属于冠心病里面急性冠脉综合征的一种类型,它是在冠心病患者动脉粥样硬化的基础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型,比如稳定型心绞痛、劳力型冠心病,还有心肌缺血性心肌病等。不能把概念搞错,是冠心病包括心",Doc_train_0717_0488,train_0717,gold,1.0
劳力型冠心病,Disease,is_a,冠心病,MedicalCategory,"冠心病是一种心脏病,它的概念更大。心肌梗塞属于冠心病里面急性冠脉综合征的一种类型,它是在冠心病患者动脉粥样硬化的基础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型,比如稳定型心绞痛、劳力型冠心病,还有心肌缺血性心肌病等。不能把概念搞错,是冠心病包括心肌梗塞,而不是",Doc_train_0717_0488,train_0717,gold,1.0
心肌缺血性心肌病,Disease,is_a,冠心病,MedicalCategory,"冠心病是一种心脏病,它的概念更大。心肌梗塞属于冠心病里面急性冠脉综合征的一种类型,它是在冠心病患者动脉粥样硬化的基础上形成了斑块破裂、斑块侵蚀,或者斑块糜烂并发血栓形成、血管收缩,以及微血管内的血栓等引起的急性、亚急性心肌供血不足,最终导致心肌坏死,是冠心病里面最急的一种类型。冠心病还包括其它的类型,比如稳定型心绞痛、劳力型冠心病,还有心肌缺血性心肌病等。不能把概念搞错,是冠心病包括心肌梗塞,而不是冠心病是不是心肌梗塞。",Doc_train_0717_0488,train_0717,gold,1.0
冠心病,Disease,is_a,心脏病,MedicalCategory,"冠心病是一种心脏病,它的概念更大。心肌梗塞属于冠心病里面急性冠脉综合征的一种类型,它是在",Doc_train_0717_0488,train_0717,gold,1.0
腰肌劳损,Other,causes,男性右侧腰酸疼,Symptom,"男性右侧腰酸疼可能有以下几种原因:第一、腰肌劳损,腰肌劳损的患者可以出现一侧腰部肌肉的慢性损伤,常是由于长期用一侧腰部",Doc_train_0717_0489,train_0717,gold,1.0
筋膜炎,Disease,causes,男性右侧腰酸疼,Symptom,"男性右侧腰酸疼可能有以下几种原因:第一、腰肌劳损,腰肌劳损的患者可以出现一侧腰部肌肉的慢性损伤,常是由于长期用一侧腰部进行劳动或工作,这时要进行相关的检查排除其它的疾病进行诊断。第二、筋膜炎,出现腰背肌筋膜炎时也可以出现一侧腰部酸痛的症状。第三、肾脏的疾病,当",Doc_train_0717_0489,train_0717,gold,1.0
肾脏的疾病,Disease,causes,男性右侧腰酸疼,Symptom,"男性右侧腰酸疼可能有以下几种原因:第一、腰肌劳损,腰肌劳损的患者可以出现一侧腰部肌肉的慢性损伤,常是由于长期用一侧腰部进行劳动或工作,这时要进行相关的检查排除其它的疾病进行诊断。第二、筋膜炎,出现腰背肌筋膜炎时也可以出现一侧腰部酸痛的症状。第三、肾脏的疾病,当肾脏出现了肿瘤或者炎症时,也可以出现腰酸疼的症状,这时可以伴有泌尿",Doc_train_0717_0489,train_0717,gold,1.0
肾虚,AnatomicalSite,causes,男性右侧腰酸疼,Symptom,"男性右侧腰酸疼可能有以下几种原因:第一、腰肌劳损,腰肌劳损的患者可以出现一侧腰部肌肉的慢性损伤,常是由于长期用一侧腰部进行劳动或工作,这时要进行相关的检查排除其它的疾病进行诊断。第二、筋膜炎,出现腰背肌筋膜炎时也可以出现一侧腰部酸痛的症状。第三、肾脏的疾病,当肾脏出现了肿瘤或者炎症时,也可以出现腰酸疼的症状,这时可以伴有泌尿系统的症状,比如血尿和蛋白尿,要进行相关肾的彩超、ct以及尿的化验进行诊断和治疗。第四、肾虚,如果肾虚,也可以出现一侧腰酸疼,同时可以伴有下肢酸软无力的症状,这时",Doc_train_0717_0489,train_0717,gold,1.0
腰肌劳损,Other,causes,一侧腰部肌肉的慢性损伤,Other,"男性右侧腰酸疼可能有以下几种原因:第一、腰肌劳损,腰肌劳损的患者可以出现一侧腰部肌肉的慢性损伤,常是由于长期用一侧腰部进行劳动或工作,这时要进行相关的检查排除其它的",Doc_train_0717_0489,train_0717,gold,1.0
腰背肌筋膜炎,Disease,causes,一侧腰部酸痛,Symptom,"或工作,这时要进行相关的检查排除其它的疾病进行诊断。第二、筋膜炎,出现腰背肌筋膜炎时也可以出现一侧腰部酸痛的症状。第三、肾脏的疾病,当肾脏出现了肿瘤或者炎症时,也可以出现腰酸疼",Doc_train_0717_0489,train_0717,gold,1.0
肾脏出现了肿瘤或者炎症,Disease,causes,腰酸疼,Symptom,"男性右侧腰酸疼可能有以下几种原因:第一、腰肌劳损,腰肌劳损的患者可以出现一侧腰部肌肉的慢性损伤,常是由于长期用一侧腰部进行劳动或工作,这时要进行相关的检查排除其它的疾病进行诊断。第二、筋膜炎,出现腰背肌筋膜炎时也可以出现一侧腰部酸痛的症状。第三、肾脏的疾病,当肾脏出现了肿瘤或者炎症时,也可以出现腰酸疼的症状,这时可以伴有泌尿系统的症状,比如血尿和蛋白",Doc_train_0717_0489,train_0717,gold,1.0
肾虚,AnatomicalSite,causes,一侧腰酸疼,Symptom,"尿和蛋白尿,要进行相关肾的彩超、ct以及尿的化验进行诊断和治疗。第四、肾虚,如果肾虚,也可以出现一侧腰酸疼,同时可以伴有下肢酸软无力的症状,这时要到中医科进行把脉诊断,必要时进",Doc_train_0717_0489,train_0717,gold,1.0
肾虚,AnatomicalSite,causes,肢酸软无力,ClinicalSign,"尿和蛋白尿,要进行相关肾的彩超、ct以及尿的化验进行诊断和治疗。第四、肾虚,如果肾虚,也可以出现一侧腰酸疼,同时可以伴有下肢酸软无力的症状,这时要到中医科进行把脉诊断,必要时进行补肾治疗。",Doc_train_0717_0489,train_0717,gold,1.0
长期用一侧腰部进行劳动或工作,Other,causes,一侧腰部肌肉的慢性损伤,Other,"性右侧腰酸疼可能有以下几种原因:第一、腰肌劳损,腰肌劳损的患者可以出现一侧腰部肌肉的慢性损伤,常是由于长期用一侧腰部进行劳动或工作,这时要进行相关的检查排除其它的疾病进行诊断。第二、筋膜炎,出现腰背肌",Doc_train_0717_0489,train_0717,gold,1.0
局部眶隔脂肪增多,Symptom,causes,眼袋,AnatomicalSite,"去除眼袋手术可以改善局部外形,让人看看上去更加年轻有神。选择合适的治疗方式是最重要的,并没有又快又好的方法。眼袋是因为局部眶隔脂肪增多,造成局部膨隆。随着年龄增长,可能会出现皮肤松弛,需要来调整皮肤松弛的",Doc_train_0717_0490,train_0717,gold,1.0
局部眶隔脂肪增多,Symptom,causes,局部膨隆,Other,"轻有神。选择合适的治疗方式是最重要的,并没有又快又好的方法。眼袋是因为局部眶隔脂肪增多,造成局部膨隆。随着年龄增长,可能会出现皮肤松弛,需要来调整皮肤松弛的情况。还有因为",Doc_train_0717_0490,train_0717,gold,1.0
眼轮匝肌力量变弱,AnatomicalSite,causes,整个眶隔脂肪束缚力量变弱,Other,"。随着年龄增长,可能会出现皮肤松弛,需要来调整皮肤松弛的情况。还有因为眼轮匝肌力量变弱,造成整个眶隔脂肪束缚力量变弱,造成眼袋出现。此外泪沟的存在也是对眼袋会有影响,泪沟存在可以让眼袋看",Doc_train_0717_0490,train_0717,gold,1.0
整个眶隔脂肪束缚力量变弱,Other,causes,眼袋,AnatomicalSite,"去除眼袋手术可以改善局部外形,让人看看上去更加年轻有神。选择合适的治疗方式是最重要的,并没有又快又好的方法。眼袋是因为局部眶隔脂肪增多,造成局部膨隆。随着年龄增长,可能会出现皮肤松弛,需要来调整皮肤松弛的情况。还有因为眼轮匝肌力量变弱,造成整个眶隔脂肪束缚力量变弱,造成眼袋出现。此外泪沟的存在也是对眼袋会有影响,泪沟存在可以让眼袋看",Doc_train_0717_0490,train_0717,gold,1.0
尿道炎,Disease,is_a,泌尿系统感染,MedicalCategory,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急",Doc_train_0717_0491,train_0717,gold,1.0
前列腺炎,Disease,is_a,泌尿系统感染,MedicalCategory,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚",Doc_train_0717_0491,train_0717,gold,1.0
膀胱炎,Disease,is_a,泌尿系统感染,MedicalCategory,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。",Doc_train_0717_0491,train_0717,gold,1.0
肾盂肾炎,Disease,is_a,泌尿系统感染,MedicalCategory,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿",Doc_train_0717_0491,train_0717,gold,1.0
男性泌尿系统感染,Disease,causes,尿道刺激征,Other,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌",Doc_train_0717_0491,train_0717,gold,1.0
男性泌尿系统感染,Disease,causes,尿频,Other,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以",Doc_train_0717_0491,train_0717,gold,1.0
男性泌尿系统感染,Disease,causes,尿急,Other,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以及无菌",Doc_train_0717_0491,train_0717,gold,1.0
男性泌尿系统感染,Disease,causes,尿痛,Symptom,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以及无菌性的炎",Doc_train_0717_0491,train_0717,gold,1.0
男性泌尿系统感染,Disease,causes,血尿,Other,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以及无菌性的炎症所引起两",Doc_train_0717_0491,train_0717,gold,1.0
细菌感染,Disease,causes,男性泌尿系统感染,Disease,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以及无菌性的炎症所引起两大类,细菌感染引起的通过进行尿液的细菌培养或",Doc_train_0717_0491,train_0717,gold,1.0
无菌性的炎症,Disease,causes,男性泌尿系统感染,Disease,"男性泌尿系统感染是泌尿外科常见的疾病,泌尿系统感染主要包括尿道炎、前列腺炎、膀胱炎或者肾盂肾炎等等,主要表现是尿道刺激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以及无菌性的炎症所引起两大类,细菌感染引起的通过进行尿液的细菌培养或者前列腺液的细菌培",Doc_train_0717_0491,train_0717,gold,1.0
细菌感染,Disease,causes,泌尿系感染,Disease,"激征,如尿频、尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以及无菌性的炎症所引起两大类,细菌感染引起的通过进行尿液的细菌培养或者前列腺液的细菌培养,能够予以诊断,细菌感染引起的泌尿系感染症状一般较重,并且伴有全身的症状。如果是由于无菌性的炎症引起的泌尿系感",Doc_train_0717_0491,train_0717,gold,1.0
无菌性的炎症,Disease,causes,泌尿系感染,Disease,"尿急、尿痛,甚至血尿。引起男性泌尿系统感染的原因主要包括细菌感染,以及无菌性的炎症所引起两大类,细菌感染引起的通过进行尿液的细菌培养或者前列腺液的细菌培养,能够予以诊断,细菌感染引起的泌尿系感染症状一般较重,并且伴有全身的症状。如果是由于无菌性的炎症引起的泌尿系感",Doc_train_0717_0491,train_0717,gold,1.0
