event_id,cause,effect,condition,evidence,source_doc_id,source_file,source_type,confidence
Event_5487475abd88,肿瘤出血,"呕吐,呕吐咖啡样物质,也就是黑色的液体",胃癌晚期,"胃癌晚期的患者,如果出现明显的恶心、呕吐,呕吐咖啡样物质,也就是黑色的液体,考虑是肿瘤出血所导致,尤其是胃酸和血红蛋白相互作用之后,就会表现为咖啡样或者黑色的改",Doc_train_0717_0639,train_0717,gold,1.0
Event_210dc2723d8f,患处,"会分泌胶原蛋白,对受损组织进行修复","进行有效治疗后,逐步痊愈的过程中","。机体的一些组织、器官受到病毒细菌,有害微生物感染,或者创伤性损伤后,患处受到炎症刺激、出现损伤,在进行有效治疗后,逐步痊愈的过程中会分泌胶原蛋白,对受损组织进行修复,从而会出现增殖灶。增殖灶的原理与人体皮肤受外伤痊预后,瘢痕组织的形成",Doc_train_0717_0648,train_0717,gold,1.0
Event_422551bd0e94,龋齿,牙髓炎,不尽早修补,"情况下补牙的费用也就在二三百元左右。如果已经确定有了虫牙,也就是出现了龋齿,一定要尽早补牙,因为如果不尽早修补,龋齿会进一步发展,逐渐会形成牙髓炎,牙髓炎进一步发展则有可能会形成根尖周炎,颌骨骨髓炎,周围间隙感染等1",Doc_train_0717_0649,train_0717,gold,1.0
Event_ddc7e51e806e,脑血管痉挛,前额部缺血,年轻人,"症状,按发烧对症处理即可;2、少部分人主要是双侧的额颞部闷胀痛,如果是年轻人,可能就是脑血管痉挛所引起的前额部缺血。因为血管持续痉挛可导致脑部血液供应相对不足,从而引起头痛。如果是血管",Doc_train_0717_0650,train_0717,gold,1.0
Event_09fc31441afb,青光眼,前额部眼眶周围的疼痛,瞳孔散大,"做核磁可以看到有明显鼻窦炎,如果出现这些症状一定要及时到医院就诊。4、青光眼也可引起前额疼痛,青光眼的疼痛一般都比较剧烈,有少部分人伴有视物不清,要及时到医院检查,要看瞳孔有没有散大。如果瞳孔散大,伴有前额部眼眶周围的疼痛,一定要想到青光眼;5、最常见的还有紧张性头痛,有时也会出现前额部闷胀",Doc_train_0717_0650,train_0717,gold,1.0
Event_8411bb96c082,脑动脉硬化,总是头晕,老年患者,"头晕的原因比较多,如果患者最近老是感觉头晕,一定要引起重视。如果是老年患者,出现总是头晕的症状,可能与脑动脉硬化或者脑血管狭窄,血液处于高脂、高黏的状态或者血压升高有一定的关系。如果",Doc_train_0717_0656,train_0717,gold,1.0
Event_8bf699dd64b5,脑血管狭窄,总是头晕,老年患者,"头晕的原因比较多,如果患者最近老是感觉头晕,一定要引起重视。如果是老年患者,出现总是头晕的症状,可能与脑动脉硬化或者脑血管狭窄,血液处于高脂、高黏的状态或者血压升高有一定的关系。如果是年轻人,总是",Doc_train_0717_0656,train_0717,gold,1.0
Event_068582abdbd6,血液处于高脂、高黏的状态,总是头晕,老年患者,"头晕的原因比较多,如果患者最近老是感觉头晕,一定要引起重视。如果是老年患者,出现总是头晕的症状,可能与脑动脉硬化或者脑血管狭窄,血液处于高脂、高黏的状态或者血压升高有一定的关系。如果是年轻人,总是出现头晕的现象,要考虑患者",Doc_train_0717_0656,train_0717,gold,1.0
Event_bdfc341f45f3,血压升高,总是头晕,老年患者,"头晕的原因比较多,如果患者最近老是感觉头晕,一定要引起重视。如果是老年患者,出现总是头晕的症状,可能与脑动脉硬化或者脑血管狭窄,血液处于高脂、高黏的状态或者血压升高有一定的关系。如果是年轻人,总是出现头晕的现象,要考虑患者是否有不良的",Doc_train_0717_0656,train_0717,gold,1.0
Event_fc97661da781,不良的生活方式,总是出现头晕,年轻人,"者脑血管狭窄,血液处于高脂、高黏的状态或者血压升高有一定的关系。如果是年轻人,总是出现头晕的现象,要考虑患者是否有不良的生活方式,比如患者经常熬夜,大脑处于疲劳的状态,属于脑神经功能紊乱的一种表现,",Doc_train_0717_0656,train_0717,gold,1.0
Event_b990770f8b96,排便时有可能会导致吻合口撕脱,术后大出血,吻合器痔上黏膜环切术,"内扎术,这种最传统的手术方式,术后通常需要休息20天左右。如果选择的是吻合器痔上黏膜环切术,这种微创手术方式,术后建议休息1个月。因为这种手术方式虽然是微创,但微创同时伴随着高风险,也就是术后大出血的风险。术后半个月左右,属于高风险的时段,因为排便时有可能会导致吻合口撕脱,而造成术后大出血。所以不管哪种手术方式,如果能够保证术后休息1个月是",Doc_train_0717_0658,train_0717,gold,1.0
Event_8d772b950c8f,下肢广泛性的血栓形成,静脉淤血,下肢高度肿胀,"流受阻、组织水肿、皮肤紧张,就会导致皮肤颜色苍白,我们称之为股白肿,当下肢广泛性的血栓形成,就会出现在下肢高度肿胀的基础上,由于静脉淤血,皮肤会呈现紫绀、青紫色,下肢疼痛就会非常剧烈,我们称之为股青肿,这是",Doc_train_0717_0660,train_0717,gold,1.0
Event_6f9f6da83b69,妊娠相关的疾病或症状,女性在备孕期间出现小肚子痛,月经延期,"女性在备孕期间出现小肚子痛像月经来临:一、可能是女性食用寒凉以及油腻性过多的食物,导致胃肠道的不适应出现疼痛;二、也可能是女性患有子宫内膜炎、盆腔炎症或者卵巢囊肿扭转、破裂等情况,也会发生小肚子疼痛;三、如果出现月经延期,有可能是妊娠相关的疾病或症状,如先兆先兆流产、宫外孕;四、有可能是发生阑尾炎等相关疾病导致。当女性",Doc_train_0717_0663,train_0717,gold,1.0
Event_eb3e910ff398,智齿的周围逐渐形成囊肿的形态,右下颌骨囊肿,久而久之,"对较小的颌骨并不能容纳所有牙齿的萌出,而右下颌的智齿又想萌出,它就会在智齿的周围逐渐形成囊肿的形态,久而久之就形成右下颌骨囊肿。针对右下颌骨囊肿,最好的治疗办法是进行手术治疗,因为如果不进行手术,",Doc_train_0717_0664,train_0717,gold,1.0
Event_a094ebfa468f,右下颌骨囊肿,囊肿只会越来越大,不进行手术,"颌的智齿又想萌出,它就会在智齿的周围逐渐形成囊肿的形态,久而久之就形成右下颌骨囊肿。针对右下颌骨囊肿,最好的治疗办法是进行手术治疗,因为如果不进行手术,囊肿只会越来越大,最后可能会造成病理性骨折,而早期手术相对来说右下颌骨质恢复的时间还会",Doc_train_0717_0664,train_0717,gold,1.0
Event_12b345c7a863,心脏神经官能症,心慌,喝刺激性的饮品,"现心跳加快,说明患者自身对咖啡因比较敏感。还有一类人群,比如本身就存在心脏神经官能症、植物神经功能调节紊乱,这类人群如果喝刺激性的饮品,就容易出现心慌、心悸的症状。建议此类患者平日里不要饮浓茶、喝咖啡、饮酒、喝可乐,因为",Doc_train_0717_0668,train_0717,gold,1.0
Event_7ed13d7d75ab,植物神经功能调节紊乱,心慌,喝刺激性的饮品,"患者自身对咖啡因比较敏感。还有一类人群,比如本身就存在心脏神经官能症、植物神经功能调节紊乱,这类人群如果喝刺激性的饮品,就容易出现心慌、心悸的症状。建议此类患者平日里不要饮浓茶、喝咖啡、饮酒、喝可乐,因为",Doc_train_0717_0668,train_0717,gold,1.0
Event_9cbdace1dad9,心脏神经官能症,心悸,喝刺激性的饮品,"现心跳加快,说明患者自身对咖啡因比较敏感。还有一类人群,比如本身就存在心脏神经官能症、植物神经功能调节紊乱,这类人群如果喝刺激性的饮品,就容易出现心慌、心悸的症状。建议此类患者平日里不要饮浓茶、喝咖啡、饮酒、喝可乐,因为以上刺",Doc_train_0717_0668,train_0717,gold,1.0
Event_475708990b2e,植物神经功能调节紊乱,心悸,喝刺激性的饮品,"患者自身对咖啡因比较敏感。还有一类人群,比如本身就存在心脏神经官能症、植物神经功能调节紊乱,这类人群如果喝刺激性的饮品,就容易出现心慌、心悸的症状。建议此类患者平日里不要饮浓茶、喝咖啡、饮酒、喝可乐,因为以上刺",Doc_train_0717_0668,train_0717,gold,1.0
Event_67ae33035d81,喝完咖啡,心跳加快,冠心病,"如果患者喝咖啡容易出现心跳加快,说明患者自身对咖啡因比较敏感。还有一类人群,比如本身就存在心脏神经官能症、植物神经功能调节紊乱,这类人群如果喝刺激性的饮品,就容易出现心慌、心悸的症状。建议此类患者平日里不要饮浓茶、喝咖啡、饮酒、喝可乐,因为以上刺激性的饮品,都有可能会引发患者出现心跳加速的情况。还有患者可能本身就存在冠心病、心绞痛的问题,在喝完咖啡以后,相应的容易出现心跳加快的情况。建议患者在必要的时候,可以结合口服",Doc_train_0717_0668,train_0717,gold,1.0
Event_2bc5e57eb5df,喝完咖啡,心跳加快,心绞痛,"如果患者喝咖啡容易出现心跳加快,说明患者自身对咖啡因比较敏感。还有一类人群,比如本身就存在心脏神经官能症、植物神经功能调节紊乱,这类人群如果喝刺激性的饮品,就容易出现心慌、心悸的症状。建议此类患者平日里不要饮浓茶、喝咖啡、饮酒、喝可乐,因为以上刺激性的饮品,都有可能会引发患者出现心跳加速的情况。还有患者可能本身就存在冠心病、心绞痛的问题,在喝完咖啡以后,相应的容易出现心跳加快的情况。建议患者在必要的时候,可以结合口服",Doc_train_0717_0668,train_0717,gold,1.0
Event_5b942cc35389,起立的时候就会引起这些部位的牵拉,明显的疼痛感,肌肉以及周围的软组织出现紧张状态,"久之后会导致病灶的位置出现血液循环减慢,并且通常会有受凉的情况,会导致肌肉以及周围的软组织出现紧张状态,所以在起立的时候就会引起这些部位的牵拉,出现明显的疼痛感。出现这种情况之后应当采取卧床休息,口服盐酸乙哌立松片缓解局部肌肉的紧",Doc_train_0717_0673,train_0717,gold,1.0
Event_4a893bdbd48e,探头会对宫颈产生少量的压力,胚胎着床就会不稳固,在早期妊娠的时候已经有先兆流产的征兆,"b超的时候超声探头要放到宫颈处,通过探头的移动观察子宫腔及附件的情况,探头会对宫颈产生少量的压力,如果患者在早期妊娠的时候已经有先兆流产的征兆,胚胎着床就会不稳固从而会使子宫肌肉发生不节律的收缩,会导致流产的发生。做憋尿的盆腔b超时",Doc_train_0717_0674,train_0717,gold,1.0
Event_972a83652b21,"小孩局部会有分泌物,没脱落时家长不敢擦",感染,长期潮湿,"必再理会,脱落以后有点出血是正常现象,家长给他局部用酒精消毒即可。有的小孩局部会有分泌物,没脱落时家长不敢擦,长期潮湿容易感染,擦时要彻底,提起脐带,将脐周认真清理,脐带会正常脱落。如果不敢擦,可",Doc_train_0717_0675,train_0717,gold,1.0
Event_9cdac209a072,心绞痛,胸疼,心脏供血相对不足,"心口疼是通常说法,医学上把这类患者归为胸疼。胸疼原因相对比较复杂:1、常见的要考虑心脏本身的原因,这里面最多的是考虑心绞痛,就是心脏供血相对不足,活动量达到一定程度时表现出来的;2、目前发现比较多的有主动脉夹层。动",Doc_train_0717_0687,train_0717,gold,1.0
Event_0bae13efb6c1,心绞痛,胸疼,活动量达到一定程度,"心口疼是通常说法,医学上把这类患者归为胸疼。胸疼原因相对比较复杂:1、常见的要考虑心脏本身的原因,这里面最多的是考虑心绞痛,就是心脏供血相对不足,活动量达到一定程度时表现出来的;2、目前发现比较多的有主动脉夹层。动脉一般分三层,内膜、",Doc_train_0717_0687,train_0717,gold,1.0
Event_a137e1334ce7,眼药水流到喉咙里,咽部的刺激感觉,慢性咽炎的患者,"对黏膜造成伤害,所以滴眼药水时不用担心眼药水会流进喉咙里。另外,如果有慢性咽炎的患者,如果眼药水流到喉咙里,会出现咽部的刺激感觉。这时可以尽快漱口,漱口以后把药水漱出来,也不会对咽喉部造成不适的感觉",Doc_train_0717_0694,train_0717,gold,1.0
Event_5529b74cb45b,缺血,极容易发生猝死,有肺部疾病作为基础,"人的呼吸功频率减慢。很多人有呼吸暂停综合征和打呼噜等情况,常常可以导致缺血,再加上有肺部疾病作为基础,极容易发生猝死的现象。在半夜里也会出现脑卒中后猝死,主要是脑出血所致。由于在半夜里面",Doc_train_0717_0695,train_0717,gold,1.0
Event_199f18eda377,泌尿道感染,尿道突然刺痛,有红细胞、白细胞,"尿道突然刺痛建议多喝水,可以化验尿常规,看看尿中是否有红细胞、白细胞。如果有红细胞、白细胞,这就可能是泌尿道感染,建议吃消炎药可以有效的缓解,消炎药推荐左氧氟沙星0.2g,每天2次口",Doc_train_0717_0699,train_0717,gold,1.0
Event_b4007a0be302,结石排入尿道,尿道突然刺痛,"尿中就是有红细胞,没有白细胞","尿道突然刺痛建议多喝水,可以化验尿常规,看看尿中是否有红细胞、白细胞。如果有红细胞、白细胞,这就可能是泌尿道感染,建议吃消炎药可以有效的缓解,消炎药推荐左氧氟沙星0.2g,每天2次口服,口服3-5天。如果尿中就是有红细胞,没有白细胞,这可能就是结石排入尿道,对于这种情况,大量喝水,不停的排尿,可以有效的将结石排出尿道,结石排",Doc_train_0717_0699,train_0717,gold,1.0
Event_826715630c9f,皮肤松弛,大眼袋,老年人,"眼睛的美容方法有很多,下面简单介绍几项,按照年龄的不同总结一下:1、老年人,由于老年人大多是由于皮肤松弛导致大眼袋、眼角皱纹,所以大多是通过手术方式去解决,比如祛眼袋、皮肤松弛矫正和切",Doc_train_0717_0702,train_0717,gold,1.0
Event_fd79fbfe1e4f,皮肤松弛,眼角皱纹,老年人,"眼睛的美容方法有很多,下面简单介绍几项,按照年龄的不同总结一下:1、老年人,由于老年人大多是由于皮肤松弛导致大眼袋、眼角皱纹,所以大多是通过手术方式去解决,比如祛眼袋、皮肤松弛矫正和切提眉。2、",Doc_train_0717_0702,train_0717,gold,1.0
Event_e7c0ee67370d,脚垫,黄白色的,多汗、浸渍以后,"部,也容易导致鸡眼。刚长出来的鸡眼就是局部角质层增厚,是一片蜡黄色,像脚垫样的改变,但不是脚垫,脚垫是一片斑片黄白色的、腊黄色的,而鸡眼是一小片圆锥状的角质栓,按压的时候会有疼痛,是鸡眼的早期表现。脚垫面积更大在附着力的地方,像脚趾、足跟是大片的斑片,黄白色的蜡黄色的,如果多汗、浸渍以后可以是黄白色的,用力按压可能也有疼痛,但疼痛的程度远比鸡眼要轻,鸡眼只",Doc_train_0717_0703,train_0717,gold,1.0
Event_b5f33a13046a,鸡眼,"明显的疼痛,而且面积相对来说比较小",受力,"鸡眼是物理性皮肤病,是由于长期的压力或摩擦导致的皮肤局部角质层增厚,好发部位往往是在受压和摩擦的部位,例如足底、足掌和指缝,就是解剖关系非常紧密的三和四趾之间的摩擦部位,鞋不合适,挤压脚部,也容易导致鸡眼。刚长出来的鸡眼就是局部角质层增厚,是一片蜡黄色,像脚垫样的改变,但不是脚垫,脚垫是一片斑片黄白色的、腊黄色的,而鸡眼是一小片圆锥状的角质栓,按压的时候会有疼痛,是鸡眼的早期表现。脚垫面积更大在附着力的地方,像脚趾、足跟是大片的斑片,黄白色的蜡黄色的,如果多汗、浸渍以后可以是黄白色的,用力按压可能也有疼痛,但疼痛的程度远比鸡眼要轻,鸡眼只要受力就会有明显的疼痛,而且面积相对来说比较小。",Doc_train_0717_0703,train_0717,gold,1.0
Event_021769c51293,感冒,头痛,病毒性感染,"感冒即上呼吸道感染,其中感染的病原体种类不尽相同,多数感冒由病毒感染引起,也可能同时合并细菌感染。不同的病原体感染要选用不同的针对性药物才能尽快控制感冒。若感冒后表现为头痛、肌肉酸痛、少咳、无痰,可能是病毒性感染,可行胸片及血常规辅助诊断,并可使用奥司他韦等抗病毒药物,同时联合解热",Doc_train_0717_0704,train_0717,gold,1.0
Event_4b7be7cece78,感冒,肌肉酸痛,病毒性感染,"感冒即上呼吸道感染,其中感染的病原体种类不尽相同,多数感冒由病毒感染引起,也可能同时合并细菌感染。不同的病原体感染要选用不同的针对性药物才能尽快控制感冒。若感冒后表现为头痛、肌肉酸痛、少咳、无痰,可能是病毒性感染,可行胸片及血常规辅助诊断,并可使用奥司他韦等抗病毒药物,同时联合解热",Doc_train_0717_0704,train_0717,gold,1.0
Event_43b3a2c01ee7,感冒,少咳,病毒性感染,"感冒即上呼吸道感染,其中感染的病原体种类不尽相同,多数感冒由病毒感染引起,也可能同时合并细菌感染。不同的病原体感染要选用不同的针对性药物才能尽快控制感冒。若感冒后表现为头痛、肌肉酸痛、少咳、无痰,可能是病毒性感染,可行胸片及血常规辅助诊断,并可使用奥司他韦等抗病毒药物,同时联合解热",Doc_train_0717_0704,train_0717,gold,1.0
Event_ff7226eed1ad,感冒,无痰,病毒性感染,"感冒即上呼吸道感染,其中感染的病原体种类不尽相同,多数感冒由病毒感染引起,也可能同时合并细菌感染。不同的病原体感染要选用不同的针对性药物才能尽快控制感冒。若感冒后表现为头痛、肌肉酸痛、少咳、无痰,可能是病毒性感染,可行胸片及血常规辅助诊断,并可使用奥司他韦等抗病毒药物,同时联合解热",Doc_train_0717_0704,train_0717,gold,1.0
Event_6a1d386e96a4,病毒合并细菌感染,咳嗽,感冒,"感冒即上呼吸道感染,其中感染的病原体种类不尽相同,多数感冒由病毒感染引起,也可能同时合并细菌感染。不同的病原体感染要选用不同的针对性药物才能尽快控制感冒。若感冒后表现为头痛、肌肉酸痛、少咳、无痰,可能是病毒性感染,可行胸片及血常规辅助诊断,并可使用奥司他韦等抗病毒药物,同时联合解热止痛药物及减轻支气管收缩的药物进行治疗。此外应注意多饮水、休息。如此多方面共同治疗可在短期内缓解症状,清除病原体。若感冒后伴随咳嗽、脓痰,可能为病毒合并细菌感染,此时加用抗生素及一些化痰止咳的药物治疗即可很快控制症状。普通感冒多是",Doc_train_0717_0704,train_0717,gold,1.0
Event_4a32c462e051,病毒合并细菌感染,脓痰,感冒,"感冒即上呼吸道感染,其中感染的病原体种类不尽相同,多数感冒由病毒感染引起,也可能同时合并细菌感染。不同的病原体感染要选用不同的针对性药物才能尽快控制感冒。若感冒后表现为头痛、肌肉酸痛、少咳、无痰,可能是病毒性感染,可行胸片及血常规辅助诊断,并可使用奥司他韦等抗病毒药物,同时联合解热止痛药物及减轻支气管收缩的药物进行治疗。此外应注意多饮水、休息。如此多方面共同治疗可在短期内缓解症状,清除病原体。若感冒后伴随咳嗽、脓痰,可能为病毒合并细菌感染,此时加用抗生素及一些化痰止咳的药物治疗即可很快控制症状。普通感冒多是",Doc_train_0717_0704,train_0717,gold,1.0
Event_247415eb70eb,长期营养不良或使用免疫抑制剂,合并肠结核,克罗恩病患者,"误治,不但延误治疗时机,还会使病情加重,产生无法挽回的严重后果。此外,克罗恩病患者由于长期营养不良或使用免疫抑制剂等原因,可能合并肠结核,或者由于慢性炎症的刺激及药物副作用等原因,并发恶性淋巴瘤。因此肠结核",Doc_train_0717_0707,train_0717,gold,1.0
Event_e06f2b668413,慢性炎症的刺激,并发恶性淋巴瘤,克罗恩病患者,"误治,不但延误治疗时机,还会使病情加重,产生无法挽回的严重后果。此外,克罗恩病患者由于长期营养不良或使用免疫抑制剂等原因,可能合并肠结核,或者由于慢性炎症的刺激及药物副作用等原因,并发恶性淋巴瘤。因此肠结核与肠道淋巴瘤在克罗恩病的诊断与治疗中必须受到足够的重视。每",Doc_train_0717_0707,train_0717,gold,1.0
Event_f6697bfcc0b4,药物副作用,并发恶性淋巴瘤,克罗恩病患者,"误治,不但延误治疗时机,还会使病情加重,产生无法挽回的严重后果。此外,克罗恩病患者由于长期营养不良或使用免疫抑制剂等原因,可能合并肠结核,或者由于慢性炎症的刺激及药物副作用等原因,并发恶性淋巴瘤。因此肠结核与肠道淋巴瘤在克罗恩病的诊断与治疗中必须受到足够的重视。每",Doc_train_0717_0707,train_0717,gold,1.0
Event_13d52c276291,巨大的卵巢囊肿,小肚子增大,比较大的时候,"女人小肚子增大跟长期坐位有关系,比如长期的坐着工作导致脂肪堆积在小腹部,所以会出现肚子增大,只要改变生活习惯,经常做些锻炼比如仰卧起坐就可以消耗腹部的脂肪量,减轻肚子增大的情况。小肚子增大建议排除妇科肿瘤的可能性,比如有些巨大的卵巢囊肿、阔韧带的肌瘤、浆膜下的子宫肌瘤等,比较大的时候会发现小肚子增大,通过b超检查可以明确诊断,建议及时的给予手术治疗。另",Doc_train_0717_0708,train_0717,gold,1.0
Event_a24cb2de1ebc,阔韧带的肌瘤,小肚子增大,比较大的时候,"女人小肚子增大跟长期坐位有关系,比如长期的坐着工作导致脂肪堆积在小腹部,所以会出现肚子增大,只要改变生活习惯,经常做些锻炼比如仰卧起坐就可以消耗腹部的脂肪量,减轻肚子增大的情况。小肚子增大建议排除妇科肿瘤的可能性,比如有些巨大的卵巢囊肿、阔韧带的肌瘤、浆膜下的子宫肌瘤等,比较大的时候会发现小肚子增大,通过b超检查可以明确诊断,建议及时的给予手术治疗。另",Doc_train_0717_0708,train_0717,gold,1.0
Event_17ba351a1597,浆膜下的子宫肌瘤,小肚子增大,比较大的时候,"女人小肚子增大跟长期坐位有关系,比如长期的坐着工作导致脂肪堆积在小腹部,所以会出现肚子增大,只要改变生活习惯,经常做些锻炼比如仰卧起坐就可以消耗腹部的脂肪量,减轻肚子增大的情况。小肚子增大建议排除妇科肿瘤的可能性,比如有些巨大的卵巢囊肿、阔韧带的肌瘤、浆膜下的子宫肌瘤等,比较大的时候会发现小肚子增大,通过b超检查可以明确诊断,建议及时的给予手术治疗。另",Doc_train_0717_0708,train_0717,gold,1.0
Event_a03f41d9962d,左向右分流型的先天性心脏病,左向右分流,早期,"左向右分流型的心脏病,是在临床中较常见的先天性心脏病,常见的包括简单型先天性心脏病,比如室间隔缺损,因为左心的压力明显高于右心,当发生室间隔缺损时心内分流是从左到右,会加重肺循环。左向右分流型先天性心脏病,一般伴有肺血增多。除室间隔缺损,还可以包括房间隔缺损,同时还包括动脉导管未闭,即在主动脉和肺动脉之间存在异常通道,因为主动脉的压力明显高于肺动脉,虽然是心脏外的分流,但也是左向右分流型的先天性心脏病。左向右分流型的先天性心脏病,因为早期是左向右分流,会加重肺循环而使肺血发生明显增多。如果长时间的肺动脉血流",Doc_train_0717_0710,train_0717,gold,1.0
Event_09d0d80883ca,终末期,右向左分流,长时间的肺动脉血流增多,"性心脏病,因为早期是左向右分流,会加重肺循环而使肺血发生明显增多。如果长时间的肺动脉血流增多或肺动脉的压力升高,在终末期可能会出现右向左分流,比如出现艾森曼格综合征的表现,此时病人可能有明显的气促,甚至有紫绀的",Doc_train_0717_0710,train_0717,gold,1.0
Event_0ee1d56208c6,终末期,右向左分流,肺动脉的压力升高,"右分流,会加重肺循环而使肺血发生明显增多。如果长时间的肺动脉血流增多或肺动脉的压力升高,在终末期可能会出现右向左分流,比如出现艾森曼格综合征的表现,此时病人可能有明显的气促,甚至有紫绀的",Doc_train_0717_0710,train_0717,gold,1.0
Event_2d25e9f00bcb,便秘,直肠黏膜脱垂,老人,"特别是内痔发展到ii期、iii期,其就会表现出反复的便后脱出。另外就是直肠黏膜脱垂,这类疾病主要发生在比较容易便秘的老人家身上,随着现在高龄化社会的产生,这类症状也表现越来越多,表现出这类症",Doc_train_0717_0712,train_0717,gold,1.0
Event_7de0d7968c2a,肛乳头,随着大便排出脱出到肛门,大到一定程度,",这类症状也表现越来越多,表现出这类症状的病人也越来越多。而且还有就是肛乳头肥大脱出,肛乳头是人体正常组织发生了炎性增生后产生的病理性表现,其大到一定程度之后也会随着大便排出脱出到肛门,需要进行手托回纳,而这些都是良性病变,还有一些不应该忽视的就是会存在",Doc_train_0717_0712,train_0717,gold,1.0
Event_0e45c6450ee6,卵巢囊实性肿物,卵巢混合性回声,"卵巢混合性回声的范围为3-4cm,甚至是5cm","卵巢混合性回声,是b超中卵巢的描述性语言。有多种可能出现卵巢混合性回声,如卵巢排卵、血体、黄体,甚至是生理性囊肿,都可产生混合性回声,都属于正常现象。异常情况也可能出现卵巢混合性回声,如果卵巢混合性回声的范围为3-4cm,甚至是5cm,可能提示有卵巢囊实性肿物,即卵巢肿瘤。卵巢肿瘤分为良性肿瘤和恶性肿瘤,可通过查肿瘤标志物及核磁",Doc_train_0717_0713,train_0717,gold,1.0
Event_f418361e12c6,更年期卵巢功能失调,月经周期延长,内膜厚度<1cm,"素分泌量减少,使子宫内膜发生一系列变化,进而出现月经不调,患者可表现为月经周期延长或缩短,月经持续时间过长或淋漓不尽。一旦出现上述症状,应及时去医院进行b超检查,明确内膜厚度。对于月经周期延长者,若内膜厚度<1cm,可能与更年期卵巢功能失调有关;对于月经淋漓不尽者,若b超显示有内膜息肉,应及时进行宫腔镜检查并",Doc_train_0717_0714,train_0717,gold,1.0
Event_5d282cda9606,脑卒中,手指发麻或偏侧发麻,65岁以上,",或夜间睡觉手发麻,通常是由于颈椎病压迫造成;2、如果是中老年,尤其是65岁以上手指发麻或偏侧发麻,需警惕是否患有脑卒中。如果有高血压或糖尿病等危险因素,大拇指发麻时建议到医院就诊,可能需要",Doc_train_0717_0720,train_0717,gold,1.0
Event_ef201b88fb8f,肺炎,重症肺炎,婴儿由于免疫力低,"婴儿肺炎起病多数比较急,发病前数日多先有上呼吸道感染,主要临床表现为发热、咳嗽、气促,肺部固定性的中、细湿啰音。值得注意的是,重度营养不良的婴儿体温可以不升或者低于正常。咳嗽比较频繁,在早期为刺激性咳嗽,极期咳嗽反而减轻,恢复期咳嗽有痰。全身症状表现为精神不振、食欲减退、烦躁不安、轻度腹泻或呕吐,全身症状在小宝宝身上可能相对来说比较突出。婴儿由于免疫力低,所以患有肺炎时很容易引起重症肺炎。重症肺炎是由于严重的缺氧及毒血症,除了呼吸系统改变以外,可以发生循环",Doc_train_0717_0721,train_0717,gold,1.0
Event_4b8bfb0b77ea,婴儿肺炎,体温可以不升或者低于正常,重度营养不良的婴儿,"婴儿肺炎起病多数比较急,发病前数日多先有上呼吸道感染,主要临床表现为发热、咳嗽、气促,肺部固定性的中、细湿啰音。值得注意的是,重度营养不良的婴儿体温可以不升或者低于正常。咳嗽比较频繁,在早期为刺激性咳嗽,极期咳嗽反而减轻,恢复期咳嗽有痰。",Doc_train_0717_0721,train_0717,gold,1.0
Event_099b4d121bef,结肠癌,低热,早期,"结肠癌是常见的发生于结肠部位的消化道恶性肿瘤,好发于直肠与乙状结肠交界处。本病多见于中老年人,30~69岁占绝大多数,男性多于女性。慢性结肠炎患者、结肠息肉患者、男性肥胖者等为易感人群。早期主要表现为低热、腹痛、大便习惯改变、便血等症状,晚期可出现消瘦、黄疸、腹水等恶液质表",Doc_train_0717_0726,train_0717,gold,1.0
Event_5622ca82c13c,结肠癌,腹痛,早期,"结肠癌是常见的发生于结肠部位的消化道恶性肿瘤,好发于直肠与乙状结肠交界处。本病多见于中老年人,30~69岁占绝大多数,男性多于女性。慢性结肠炎患者、结肠息肉患者、男性肥胖者等为易感人群。早期主要表现为低热、腹痛、大便习惯改变、便血等症状,晚期可出现消瘦、黄疸、腹水等恶液质表现。",Doc_train_0717_0726,train_0717,gold,1.0
Event_bd41aa279747,结肠癌,大便习惯改变,早期,"结肠癌是常见的发生于结肠部位的消化道恶性肿瘤,好发于直肠与乙状结肠交界处。本病多见于中老年人,30~69岁占绝大多数,男性多于女性。慢性结肠炎患者、结肠息肉患者、男性肥胖者等为易感人群。早期主要表现为低热、腹痛、大便习惯改变、便血等症状,晚期可出现消瘦、黄疸、腹水等恶液质表现。",Doc_train_0717_0726,train_0717,gold,1.0
Event_8d335d19d9f0,结肠癌,便血,早期,"结肠癌是常见的发生于结肠部位的消化道恶性肿瘤,好发于直肠与乙状结肠交界处。本病多见于中老年人,30~69岁占绝大多数,男性多于女性。慢性结肠炎患者、结肠息肉患者、男性肥胖者等为易感人群。早期主要表现为低热、腹痛、大便习惯改变、便血等症状,晚期可出现消瘦、黄疸、腹水等恶液质表现。",Doc_train_0717_0726,train_0717,gold,1.0
Event_b0c38cc8fcc1,结肠癌,消瘦,晚期,"结肠癌是常见的发生于结肠部位的消化道恶性肿瘤,好发于直肠与乙状结肠交界处。本病多见于中老年人,30~69岁占绝大多数,男性多于女性。慢性结肠炎患者、结肠息肉患者、男性肥胖者等为易感人群。早期主要表现为低热、腹痛、大便习惯改变、便血等症状,晚期可出现消瘦、黄疸、腹水等恶液质表现。",Doc_train_0717_0726,train_0717,gold,1.0
